Site,V1,V2,V3,Species_code,Common_name,Scientific_name
CreteCreek16,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek17,0,1,2,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek18,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek19,4,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek21,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek22,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek23,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek24,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek25,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek26,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek27,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek28,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
CreteCreek29,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek11,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek110,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek111,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek112,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek113,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek114,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek115,1,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek116,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek117,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek118,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek119,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek12,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek120,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek121,5,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek122,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek123,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek124,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek125,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek126,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek13,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek14,2,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek15,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek16,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek17,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek18,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
HortonCreek19,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek11,0,1,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek110,1,2,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek111,2,7,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek112,7,28,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek113,1,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek114,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek115,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek116,1,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek12,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek13,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek14,1,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek15,0,1,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek16,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek17,0,1,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek18,0,1,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek19,1,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek21,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek210,1,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek211,2,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek22,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek23,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek24,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek25,23,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek26,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek27,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek28,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
LivingstonCreek29,0,NA,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek11,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek12,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek13,0,2,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek14,2,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek15,2,1,1,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek16,0,1,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek17,1,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek18,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek21,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek22,0,0,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek23,0,1,NA,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek24,3,0,1,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek25,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek26,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
McAdamCreek27,0,0,0,LTJA,Long-tailed Jaeger,Stercorarius longicaudus
BunkerHill11,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill12,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill13,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill14,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill15,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill16,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill17,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill21,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill22,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill23,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill24,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill25,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill26,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill27,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek11,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek110,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek111,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek112,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek113,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek114,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek115,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek116,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek117,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek118,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek119,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek12,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek120,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek13,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek14,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek15,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek16,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek17,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek18,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek19,0,0,0,NOHA,Northern Harrier,Circus cyaneus
CreteCreek21,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek22,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek23,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek24,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek25,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek26,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek27,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek28,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
CreteCreek29,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek11,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek110,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek111,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek112,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek113,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek114,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek115,1,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek116,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek117,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek118,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek119,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek12,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek120,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek121,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek122,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek123,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek124,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek125,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek126,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek13,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek14,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek15,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek16,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek17,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek18,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
HortonCreek19,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek11,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek110,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek111,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek112,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek113,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek114,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek115,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek116,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek12,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek13,0,1,0,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek14,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek15,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek16,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek17,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek18,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek19,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek21,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek210,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek211,0,0,0,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek22,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek23,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek24,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek25,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek26,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek27,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek28,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
LivingstonCreek29,0,NA,NA,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek11,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek12,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek13,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek14,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek15,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek16,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek17,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek18,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek21,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek22,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek23,0,0,NA,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek24,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek25,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek26,0,0,0,NOHA,Northern Harrier,Circus cyaneus
McAdamCreek27,0,0,0,NOHA,Northern Harrier,Circus cyaneus
BunkerHill11,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill12,0,3,0,NOPI,Northern Pintail,Anas acuta
BunkerHill13,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill14,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill15,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill16,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill17,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill21,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill22,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill23,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill24,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill25,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill26,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill27,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek11,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek110,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek111,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek112,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek113,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek114,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek115,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek116,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek117,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek118,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek119,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek12,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek120,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek13,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek14,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek15,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek16,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek17,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek18,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek19,0,0,0,NOPI,Northern Pintail,Anas acuta
CreteCreek21,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek22,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek23,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek24,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek25,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek26,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek27,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek28,0,0,NA,NOPI,Northern Pintail,Anas acuta
CreteCreek29,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek11,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek110,1,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek111,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek112,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek113,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek114,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek115,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek116,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek117,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek118,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek119,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek12,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek120,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek121,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek122,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek123,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek124,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek125,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek126,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek13,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek14,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek15,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek16,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek17,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek18,0,0,NA,NOPI,Northern Pintail,Anas acuta
HortonCreek19,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek11,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek110,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek111,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek112,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek113,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek114,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek115,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek116,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek12,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek13,0,0,0,NOPI,Northern Pintail,Anas acuta
LivingstonCreek14,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek15,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek16,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek17,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek18,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek19,0,0,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek21,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek210,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek211,0,0,0,NOPI,Northern Pintail,Anas acuta
LivingstonCreek22,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek23,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek24,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek25,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek26,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek27,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek28,0,NA,NA,NOPI,Northern Pintail,Anas acuta
LivingstonCreek29,0,NA,NA,NOPI,Northern Pintail,Anas acuta
McAdamCreek11,0,0,1,NOPI,Northern Pintail,Anas acuta
McAdamCreek12,0,0,0,NOPI,Northern Pintail,Anas acuta
McAdamCreek13,0,0,0,NOPI,Northern Pintail,Anas acuta
McAdamCreek14,0,0,0,NOPI,Northern Pintail,Anas acuta
McAdamCreek15,0,0,0,NOPI,Northern Pintail,Anas acuta
McAdamCreek16,0,0,NA,NOPI,Northern Pintail,Anas acuta
McAdamCreek17,0,0,NA,NOPI,Northern Pintail,Anas acuta
McAdamCreek18,0,0,NA,NOPI,Northern Pintail,Anas acuta
McAdamCreek21,0,0,NA,NOPI,Northern Pintail,Anas acuta
McAdamCreek22,0,0,NA,NOPI,Northern Pintail,Anas acuta
McAdamCreek23,0,0,NA,NOPI,Northern Pintail,Anas acuta
McAdamCreek24,0,0,0,NOPI,Northern Pintail,Anas acuta
McAdamCreek25,0,0,0,NOPI,Northern Pintail,Anas acuta
McAdamCreek26,0,0,0,NOPI,Northern Pintail,Anas acuta
McAdamCreek27,0,0,0,NOPI,Northern Pintail,Anas acuta
BunkerHill11,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill12,0,1,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill13,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill14,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill15,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill16,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill17,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill21,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill22,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill23,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill24,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill25,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill26,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
BunkerHill27,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek11,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek110,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek111,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek112,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek113,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek114,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek115,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek116,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek117,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek118,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek119,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek12,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek120,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek13,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek14,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek15,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek16,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek17,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek18,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek19,0,0,0,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek21,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek22,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek23,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek24,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek25,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek26,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek27,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek28,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
CreteCreek29,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek11,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek110,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek111,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek112,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek113,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek114,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek115,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek116,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek117,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek118,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
HortonCreek119,0,0,NA,NOWA,Northern Waterthrush,Parkesia noveboracensis
