Site,V1,V2,V3,Species_code,Common_name,Scientific_name
LivingstonCreek211,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek22,0,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek23,0,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek24,0,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek25,1,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek26,0,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek27,0,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek28,0,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
LivingstonCreek29,0,NA,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek11,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek12,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek13,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek14,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek15,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek16,0,0,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek17,0,0,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek18,0,0,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek21,0,0,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek22,0,0,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek23,0,0,NA,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek24,1,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek25,1,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek26,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
McAdamCreek27,0,0,0,BTCU,Bristle-thighed Curlew,Numenius tahitiensis
BunkerHill11,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill12,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill13,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill14,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill15,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill16,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill17,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill21,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill22,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill23,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill24,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill25,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill26,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill27,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek11,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek110,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek111,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek112,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek113,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek114,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek115,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek116,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek117,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek118,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek119,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek12,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek120,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek13,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek14,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek15,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek16,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek17,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek18,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek19,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek21,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek22,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek23,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek24,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek25,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek26,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek27,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek28,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
CreteCreek29,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek11,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek110,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek111,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek112,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek113,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek114,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek115,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek116,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek117,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek118,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek119,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek12,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek120,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek121,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek122,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek123,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek124,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek125,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek126,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek13,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek14,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek15,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek16,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek17,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek18,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
HortonCreek19,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek11,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek110,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek111,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek112,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek113,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek114,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek115,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek116,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek12,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek13,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek14,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek15,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek16,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek17,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek18,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek19,2,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek21,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek210,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek211,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek22,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek23,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek24,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek25,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek26,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek27,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek28,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
LivingstonCreek29,0,NA,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek11,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek12,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek13,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek14,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek15,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek16,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek17,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek18,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek21,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek22,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek23,0,0,NA,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek24,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek25,1,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek26,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
McAdamCreek27,0,0,0,BTGO,Bar-tailed Godwit,Limosa lapponica
BunkerHill11,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill12,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill13,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill14,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill15,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill16,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill17,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill21,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill22,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill23,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill24,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill25,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill26,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill27,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek11,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek110,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek111,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek112,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek113,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek114,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek115,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek116,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek117,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek118,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek119,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek12,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek120,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek13,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek14,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek15,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek16,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek17,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek18,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek19,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek21,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek22,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek23,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek24,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek25,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek26,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek27,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek28,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
CreteCreek29,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek11,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek110,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek111,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek112,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek113,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek114,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek115,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek116,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek117,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek118,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek119,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek12,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek120,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek121,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek122,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek123,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek124,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek125,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek126,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek13,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek14,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek15,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek16,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek17,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek18,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
HortonCreek19,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek11,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek110,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek111,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek112,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek113,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek114,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek115,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek116,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek12,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek13,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek14,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek15,0,2,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek16,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek17,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek18,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek19,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek21,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek210,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek211,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek22,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek23,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek24,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek25,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek26,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek27,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek28,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
LivingstonCreek29,0,NA,NA,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek11,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek12,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek13,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek14,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek15,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek16,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek17,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek18,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek21,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek22,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek23,0,0,NA,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek24,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek25,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek26,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
McAdamCreek27,0,0,0,CAGO,Cackling Goose,Branta hutchinsii
BunkerHill11,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill12,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill13,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill14,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill15,1,0,0,CORA,Common Raven,Corvus corax
BunkerHill16,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill17,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill21,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill22,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill23,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill24,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill25,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill26,0,0,0,CORA,Common Raven,Corvus corax
BunkerHill27,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek11,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek110,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek111,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek112,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek113,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek114,1,0,NA,CORA,Common Raven,Corvus corax
CreteCreek115,1,0,NA,CORA,Common Raven,Corvus corax
CreteCreek116,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek117,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek118,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek119,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek12,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek120,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek13,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek14,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek15,0,0,2,CORA,Common Raven,Corvus corax
CreteCreek16,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek17,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek18,0,1,0,CORA,Common Raven,Corvus corax
CreteCreek19,0,0,0,CORA,Common Raven,Corvus corax
CreteCreek21,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek22,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek23,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek24,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek25,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek26,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek27,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek28,0,0,NA,CORA,Common Raven,Corvus corax
CreteCreek29,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek11,1,2,NA,CORA,Common Raven,Corvus corax
HortonCreek110,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek111,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek112,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek113,2,0,NA,CORA,Common Raven,Corvus corax
HortonCreek114,0,1,NA,CORA,Common Raven,Corvus corax
HortonCreek115,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek116,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek117,0,1,NA,CORA,Common Raven,Corvus corax
HortonCreek118,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek119,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek12,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek120,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek121,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek122,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek123,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek124,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek125,2,0,NA,CORA,Common Raven,Corvus corax
HortonCreek126,1,0,NA,CORA,Common Raven,Corvus corax
HortonCreek13,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek14,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek15,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek16,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek17,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek18,0,0,NA,CORA,Common Raven,Corvus corax
HortonCreek19,0,2,NA,CORA,Common Raven,Corvus corax
LivingstonCreek11,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek110,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek111,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek112,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek113,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek114,1,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek115,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek116,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek12,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek13,0,0,0,CORA,Common Raven,Corvus corax
LivingstonCreek14,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek15,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek16,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek17,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek18,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek19,0,0,NA,CORA,Common Raven,Corvus corax
LivingstonCreek21,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek210,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek211,0,0,0,CORA,Common Raven,Corvus corax
LivingstonCreek22,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek23,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek24,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek25,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek26,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek27,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek28,0,NA,NA,CORA,Common Raven,Corvus corax
LivingstonCreek29,0,NA,NA,CORA,Common Raven,Corvus corax
McAdamCreek11,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek12,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek13,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek14,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek15,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek16,0,0,NA,CORA,Common Raven,Corvus corax
McAdamCreek17,0,0,NA,CORA,Common Raven,Corvus corax
McAdamCreek18,0,0,NA,CORA,Common Raven,Corvus corax
McAdamCreek21,0,0,NA,CORA,Common Raven,Corvus corax
McAdamCreek22,0,0,NA,CORA,Common Raven,Corvus corax
McAdamCreek23,0,0,NA,CORA,Common Raven,Corvus corax
McAdamCreek24,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek25,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek26,0,0,0,CORA,Common Raven,Corvus corax
McAdamCreek27,0,1,0,CORA,Common Raven,Corvus corax
BunkerHill11,0,2,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill12,0,2,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill13,0,2,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill14,0,1,1,CORE,Common Redpoll,Acanthis flammea
BunkerHill15,0,1,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill16,0,1,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill17,0,5,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill21,0,0,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill22,0,0,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill23,0,0,0,CORE,Common Redpoll,Acanthis flammea
BunkerHill24,0,0,0,CORE,Common Redpoll,Acanthis flammea
