Site,Site_name,Site_num,VOR,DB.P,DB.Ht,W.P,W.Ht,E.P,E.Ht,A.P,A.Ht,H.P,H.Ht,L.P,L.Ht,B.P,Common_name,Vis
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,American Golden-Plover,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,American Pipit,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,American Robin,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,American Tree Sparrow,2
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Arctic Warbler,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Bar-tailed Godwit,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Black-bellied Plover,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Blackpoll Warbler,1
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Bluethroat,1
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Bristle-thighed Curlew,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Cackling Goose,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Common Raven,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Common Redpoll,2
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Dunlin,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Eastern Yellow Wagtail,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Fox Sparrow,7
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Glaucous Gull,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Golden-crowned Sparrow,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Golden Eagle,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Gray-cheeked Thrush,3
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Hoary Redpoll,9
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Horned Lark,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Lapland Longspur,1
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Long-tailed Duck,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Long-tailed Jaeger,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Northern Harrier,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Northern Pintail,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Northern Waterthrush,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Northern Wheatear,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Orange-crowned Warbler,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Pacific Golden-Plover,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Parasitic Jaeger,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Pectoral Sandpiper,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Rock Ptarmigan,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Rough-legged Hawk,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Savannah Sparrow,2
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Semipalmated Plover,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Semipalmated Sandpiper,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Short-eared Owl,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Snow Bunting,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Tundra Swan,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Western Sandpiper,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Whimbrel,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,White-crowned Sparrow,2
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Willow Ptarmigan,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Wilson's Snipe,1
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Wilson's Warbler,0
BunkerHill11,BunkerHill,11,4.55,2.5,4.5,0.8,2.26,2.9,3.09,0.1,0.97,1.8,3.05,0,0,0.6,Yellow Warbler,3
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,American Golden-Plover,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,American Pipit,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,American Robin,1
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,American Tree Sparrow,1
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Arctic Warbler,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Bar-tailed Godwit,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Black-bellied Plover,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Blackpoll Warbler,1
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Bluethroat,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Bristle-thighed Curlew,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Cackling Goose,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Common Raven,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Common Redpoll,2
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Dunlin,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Eastern Yellow Wagtail,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Fox Sparrow,3
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Glaucous Gull,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Golden-crowned Sparrow,1
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Golden Eagle,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Gray-cheeked Thrush,4
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Hoary Redpoll,4
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Horned Lark,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Lapland Longspur,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Long-tailed Duck,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Long-tailed Jaeger,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Northern Harrier,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Northern Pintail,3
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Northern Waterthrush,1
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Northern Wheatear,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Orange-crowned Warbler,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Pacific Golden-Plover,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Parasitic Jaeger,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Pectoral Sandpiper,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Rock Ptarmigan,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Rough-legged Hawk,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Savannah Sparrow,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Semipalmated Plover,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Semipalmated Sandpiper,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Short-eared Owl,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Snow Bunting,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Tundra Swan,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Western Sandpiper,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Whimbrel,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,White-crowned Sparrow,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Willow Ptarmigan,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Wilson's Snipe,1
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Wilson's Warbler,0
BunkerHill12,BunkerHill,12,4.7,1,1.23,0.5,0.45,1.5,1.24,3.4,16.15,2.3,3.41,0.2,0.02,0.5,Yellow Warbler,3
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,American Golden-Plover,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,American Pipit,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,American Robin,1
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,American Tree Sparrow,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Arctic Warbler,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Bar-tailed Godwit,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Black-bellied Plover,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Blackpoll Warbler,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Bluethroat,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Bristle-thighed Curlew,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Cackling Goose,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Common Raven,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Common Redpoll,2
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Dunlin,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Eastern Yellow Wagtail,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Fox Sparrow,3
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Glaucous Gull,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Golden-crowned Sparrow,1
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Golden Eagle,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Gray-cheeked Thrush,2
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Hoary Redpoll,6
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Horned Lark,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Lapland Longspur,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Long-tailed Duck,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Long-tailed Jaeger,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Northern Harrier,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Northern Pintail,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Northern Waterthrush,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Northern Wheatear,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Orange-crowned Warbler,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Pacific Golden-Plover,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Parasitic Jaeger,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Pectoral Sandpiper,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Rock Ptarmigan,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Rough-legged Hawk,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Savannah Sparrow,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Semipalmated Plover,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Semipalmated Sandpiper,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Short-eared Owl,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Snow Bunting,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Tundra Swan,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Western Sandpiper,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Whimbrel,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,White-crowned Sparrow,1
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Willow Ptarmigan,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Wilson's Snipe,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Wilson's Warbler,0
BunkerHill13,BunkerHill,13,10.25,1,2.27,2.7,3.94,1.6,2.28,0.9,2.76,2.4,3.18,0,0,0.8,Yellow Warbler,2
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,American Golden-Plover,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,American Pipit,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,American Robin,1
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,American Tree Sparrow,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Arctic Warbler,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Bar-tailed Godwit,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Black-bellied Plover,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Blackpoll Warbler,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Bluethroat,1
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Bristle-thighed Curlew,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Cackling Goose,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Common Raven,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Common Redpoll,1
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Dunlin,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Eastern Yellow Wagtail,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Fox Sparrow,3
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Glaucous Gull,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Golden-crowned Sparrow,2
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Golden Eagle,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Gray-cheeked Thrush,2
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Hoary Redpoll,8
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Horned Lark,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Lapland Longspur,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Long-tailed Duck,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Long-tailed Jaeger,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Northern Harrier,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Northern Pintail,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Northern Waterthrush,0
BunkerHill14,BunkerHill,14,1.4,1.7,1.6,1.1,1.13,2.8,1.66,0,0,2.7,3.03,0.6,0.14,0,Northern Wheatear,0
